Airline,Source,Destination,Distance,Departure_Time,Weather_Condition,Delay_Status
Go First,Bangalore,Chennai,330,Late Night,Cloudy,On Time
Go First,Bangalore,Hyderabad,598,Morning,Rain,Delayed
Air India,Kolkata,Delhi,1458,Early Morning,Cloudy,On Time
Akasa Air,Pune,Ahmedabad,691,Afternoon,Cloudy,On Time
SpiceJet,Delhi,Kolkata,1454,Late Night,Storm,On Time
Air India,Hyderabad,Bangalore,577,Morning,Rain,On Time
Vistara,Delhi,Chennai,2089,Late Night,Storm,Delayed
IndiGo,Kolkata,Hyderabad,1431,Early Morning,Storm,Delayed
Akasa Air,Chennai,Pune,1149,Evening,Cloudy,Delayed
Go First,Chennai,Mumbai,1397,Evening,Rain,Delayed
Go First,Mumbai,Delhi,1464,Evening,Rain,On Time
SpiceJet,Mumbai,Kolkata,1657,Late Night,Cloudy,Delayed
IndiGo,Delhi,Mumbai,1471,Morning,Cloudy,On Time
Go First,Chennai,Pune,1239,Afternoon,Rain,Delayed
Go First,Kolkata,Hyderabad,1451,Late Night,Cloudy,On Time
Go First,Mumbai,Kolkata,1739,Evening,Storm,Delayed
SpiceJet,Chennai,Mumbai,1392,Early Morning,Storm,On Time
Vistara,Kolkata,Pune,1811,Late Night,Clear,On Time
Vistara,Kolkata,Mumbai,1733,Afternoon,Clear,On Time
IndiGo,Ahmedabad,Delhi,896,Early Morning,Cloudy,Delayed
Akasa Air,Hyderabad,Kolkata,1510,Morning,Storm,On Time
Vistara,Chennai,Pune,1195,Morning,Rain,Delayed
SpiceJet,Delhi,Mumbai,1404,Evening,Clear,On Time
IndiGo,Delhi,Ahmedabad,899,Night,Cloudy,On Time
Air India,Bangalore,Ahmedabad,1438,Morning,Storm,On Time
Air India,Ahmedabad,Delhi,900,Afternoon,Fog,Delayed
IndiGo,Chennai,Pune,1174,Afternoon,Cloudy,On Time
Vistara,Pune,Bangalore,868,Evening,Cloudy,Delayed
IndiGo,Ahmedabad,Delhi,975,Morning,Cloudy,On Time
IndiGo,Pune,Kolkata,1885,Morning,Fog,Delayed
SpiceJet,Hyderabad,Bangalore,592,Afternoon,Fog,On Time
Go First,Ahmedabad,Kolkata,1976,Morning,Storm,Delayed
Akasa Air,Ahmedabad,Hyderabad,1259,Evening,Cloudy,Delayed
IndiGo,Pune,Bangalore,863,Afternoon,Rain,On Time
Air India,Bangalore,Pune,869,Night,Clear,On Time
IndiGo,Mumbai,Hyderabad,739,Night,Storm,Delayed
SpiceJet,Bangalore,Hyderabad,597,Morning,Cloudy,Delayed
IndiGo,Ahmedabad,Mumbai,528,Night,Rain,Delayed
SpiceJet,Chennai,Pune,1217,Afternoon,Clear,Delayed
SpiceJet,Pune,Kolkata,1916,Afternoon,Storm,On Time
Vistara,Delhi,Bangalore,2075,Night,Rain,Delayed
SpiceJet,Ahmedabad,Kolkata,1952,Early Morning,Fog,Delayed
Vistara,Chennai,Pune,1153,Early Morning,Storm,On Time
Go First,Pune,Bangalore,865,Late Night,Rain,Delayed
Akasa Air,Pune,Chennai,1225,Afternoon,Cloudy,Delayed
SpiceJet,Bangalore,Chennai,340,Morning,Fog,On Time
Akasa Air,Kolkata,Bangalore,1936,Night,Cloudy,On Time
Vistara,Hyderabad,Delhi,1597,Afternoon,Storm,On Time
Akasa Air,Kolkata,Chennai,1381,Early Morning,Rain,On Time
Akasa Air,Mumbai,Pune,149,Afternoon,Rain,On Time
Go First,Ahmedabad,Mumbai,519,Early Morning,Cloudy,On Time
IndiGo,Mumbai,Kolkata,1608,Evening,Clear,Delayed
SpiceJet,Delhi,Pune,1435,Late Night,Cloudy,On Time
Air India,Kolkata,Mumbai,1589,Early Morning,Fog,On Time
Vistara,Delhi,Mumbai,1407,Evening,Clear,On Time
Go First,Chennai,Pune,1248,Evening,Cloudy,On Time
IndiGo,Delhi,Ahmedabad,916,Morning,Cloudy,On Time
Akasa Air,Bangalore,Pune,823,Evening,Fog,On Time
IndiGo,Bangalore,Hyderabad,572,Afternoon,Storm,On Time
Vistara,Mumbai,Hyderabad,725,Afternoon,Cloudy,On Time
Vistara,Bangalore,Kolkata,1897,Morning,Cloudy,On Time
Akasa Air,Mumbai,Kolkata,1703,Night,Storm,Delayed
Air India,Bangalore,Chennai,337,Early Morning,Clear,On Time
Go First,Mumbai,Hyderabad,689,Late Night,Fog,Delayed
Vistara,Mumbai,Delhi,1421,Evening,Clear,On Time
Akasa Air,Delhi,Bangalore,2216,Early Morning,Fog,On Time
SpiceJet,Ahmedabad,Hyderabad,1258,Morning,Fog,On Time
Go First,Mumbai,Pune,145,Evening,Cloudy,On Time
Vistara,Pune,Ahmedabad,670,Evening,Clear,On Time
Air India,Pune,Chennai,1171,Late Night,Clear,Delayed
IndiGo,Ahmedabad,Mumbai,515,Night,Fog,On Time
Vistara,Ahmedabad,Pune,662,Afternoon,Clear,On Time
SpiceJet,Delhi,Chennai,2131,Night,Rain,On Time
Go First,Chennai,Pune,1217,Morning,Storm,Delayed
Go First,Mumbai,Ahmedabad,508,Morning,Clear,On Time
Akasa Air,Pune,Mumbai,147,Early Morning,Rain,Delayed
IndiGo,Hyderabad,Kolkata,1435,Morning,Rain,On Time
Akasa Air,Pune,Ahmedabad,680,Morning,Fog,Delayed
Akasa Air,Mumbai,Chennai,1367,Evening,Rain,Delayed
IndiGo,Pune,Kolkata,1781,Early Morning,Fog,Delayed
Go First,Hyderabad,Pune,554,Early Morning,Fog,On Time
Air India,Kolkata,Chennai,1331,Early Morning,Cloudy,On Time
Vistara,Delhi,Bangalore,2080,Morning,Cloudy,Delayed
Akasa Air,Mumbai,Bangalore,964,Morning,Cloudy,Delayed
Akasa Air,Ahmedabad,Hyderabad,1244,Evening,Clear,On Time
SpiceJet,Delhi,Kolkata,1457,Night,Clear,On Time
Vistara,Pune,Hyderabad,580,Night,Clear,On Time
Vistara,Pune,Bangalore,849,Night,Fog,On Time
Air India,Ahmedabad,Hyderabad,1197,Night,Storm,Delayed
Air India,Mumbai,Hyderabad,682,Late Night,Clear,On Time
Akasa Air,Ahmedabad,Delhi,913,Evening,Fog,Delayed
Vistara,Delhi,Bangalore,2051,Afternoon,Storm,Delayed
Go First,Delhi,Mumbai,1438,Morning,Storm,On Time
Akasa Air,Delhi,Pune,1432,Morning,Clear,On Time
Vistara,Hyderabad,Bangalore,568,Night,Fog,Delayed
SpiceJet,Chennai,Kolkata,1353,Night,Rain,On Time
Vistara,Bangalore,Pune,859,Afternoon,Rain,On Time
Akasa Air,Ahmedabad,Bangalore,1560,Late Night,Cloudy,On Time
SpiceJet,Mumbai,Delhi,1344,Morning,Clear,Delayed
Akasa Air,Ahmedabad,Mumbai,505,Night,Storm,On Time
Air India,Pune,Kolkata,1807,Late Night,Storm,On Time
Akasa Air,Bangalore,Mumbai,975,Evening,Cloudy,On Time
Akasa Air,Hyderabad,Ahmedabad,1227,Evening,Storm,On Time
SpiceJet,Pune,Chennai,1220,Evening,Fog,On Time
Go First,Kolkata,Bangalore,1947,Morning,Rain,On Time
SpiceJet,Delhi,Pune,1411,Night,Rain,On Time
Air India,Chennai,Ahmedabad,1885,Early Morning,Clear,On Time
Akasa Air,Pune,Chennai,1246,Early Morning,Cloudy,Delayed
Vistara,Ahmedabad,Kolkata,1995,Late Night,Storm,Delayed
Akasa Air,Delhi,Mumbai,1354,Afternoon,Cloudy,On Time
Go First,Bangalore,Ahmedabad,1425,Afternoon,Rain,Delayed
Akasa Air,Delhi,Hyderabad,1555,Late Night,Clear,On Time
Akasa Air,Delhi,Bangalore,2145,Afternoon,Rain,On Time
SpiceJet,Delhi,Pune,1404,Night,Rain,On Time
Go First,Chennai,Pune,1197,Evening,Fog,On Time
Vistara,Delhi,Hyderabad,1590,Late Night,Rain,Delayed
IndiGo,Delhi,Hyderabad,1550,Night,Storm,Delayed
Go First,Ahmedabad,Kolkata,2039,Morning,Fog,On Time
Akasa Air,Ahmedabad,Pune,661,Morning,Cloudy,On Time
Vistara,Bangalore,Chennai,344,Evening,Storm,On Time
SpiceJet,Ahmedabad,Pune,676,Early Morning,Storm,On Time
Go First,Bangalore,Ahmedabad,1445,Night,Cloudy,On Time
Vistara,Chennai,Delhi,2106,Late Night,Clear,Delayed
Air India,Hyderabad,Mumbai,693,Late Night,Clear,Delayed
IndiGo,Kolkata,Bangalore,1935,Late Night,Rain,On Time
Go First,Mumbai,Kolkata,1601,Afternoon,Cloudy,Delayed
Go First,Hyderabad,Ahmedabad,1282,Night,Rain,On Time
Air India,Ahmedabad,Pune,687,Morning,Clear,On Time
Akasa Air,Hyderabad,Bangalore,552,Night,Rain,On Time
Vistara,Bangalore,Pune,881,Evening,Storm,On Time
Go First,Ahmedabad,Pune,676,Early Morning,Storm,Delayed
Vistara,Ahmedabad,Bangalore,1530,Early Morning,Rain,On Time
Air India,Delhi,Hyderabad,1591,Morning,Cloudy,On Time
SpiceJet,Pune,Chennai,1184,Evening,Fog,On Time
Akasa Air,Ahmedabad,Kolkata,1997,Early Morning,Rain,On Time
Air India,Kolkata,Hyderabad,1417,Night,Fog,On Time
Air India,Kolkata,Hyderabad,1507,Morning,Storm,Delayed
Go First,Pune,Kolkata,1793,Late Night,Rain,On Time
Air India,Bangalore,Hyderabad,584,Afternoon,Cloudy,On Time
Go First,Pune,Mumbai,142,Evening,Fog,Delayed
Vistara,Hyderabad,Kolkata,1478,Evening,Fog,On Time
Akasa Air,Hyderabad,Pune,564,Morning,Cloudy,Delayed
IndiGo,Delhi,Mumbai,1469,Late Night,Fog,Delayed
SpiceJet,Delhi,Hyderabad,1607,Night,Rain,Delayed
IndiGo,Chennai,Mumbai,1327,Night,Rain,On Time
Air India,Hyderabad,Ahmedabad,1248,Evening,Clear,On Time
IndiGo,Ahmedabad,Bangalore,1521,Morning,Storm,Delayed
Vistara,Mumbai,Pune,149,Afternoon,Fog,On Time
SpiceJet,Mumbai,Ahmedabad,525,Late Night,Storm,On Time
Akasa Air,Hyderabad,Ahmedabad,1199,Early Morning,Fog,Delayed
IndiGo,Ahmedabad,Kolkata,1937,Afternoon,Cloudy,On Time
Air India,Mumbai,Kolkata,1629,Late Night,Clear,Delayed
Vistara,Kolkata,Chennai,1388,Late Night,Cloudy,On Time
Air India,Delhi,Ahmedabad,930,Morning,Cloudy,Delayed
Akasa Air,Pune,Chennai,1189,Afternoon,Clear,Delayed
Akasa Air,Kolkata,Mumbai,1643,Evening,Storm,Delayed
SpiceJet,Chennai,Bangalore,345,Late Night,Clear,Delayed
Go First,Delhi,Bangalore,2059,Night,Rain,Delayed
Go First,Bangalore,Hyderabad,557,Late Night,Clear,Delayed
IndiGo,Mumbai,Hyderabad,738,Night,Storm,Delayed
SpiceJet,Kolkata,Hyderabad,1439,Morning,Storm,On Time
Akasa Air,Ahmedabad,Delhi,898,Morning,Clear,On Time
Air India,Delhi,Ahmedabad,920,Morning,Fog,On Time
Go First,Mumbai,Ahmedabad,536,Late Night,Clear,On Time
Air India,Chennai,Ahmedabad,1956,Early Morning,Clear,On Time
Vistara,Delhi,Hyderabad,1576,Afternoon,Rain,On Time
Air India,Hyderabad,Mumbai,717,Evening,Cloudy,On Time
Air India,Kolkata,Delhi,1582,Morning,Cloudy,On Time
SpiceJet,Kolkata,Bangalore,1838,Morning,Storm,On Time
Go First,Mumbai,Bangalore,973,Night,Clear,On Time
Air India,Bangalore,Hyderabad,551,Morning,Rain,On Time
IndiGo,Hyderabad,Chennai,661,Early Morning,Rain,Delayed
Vistara,Kolkata,Mumbai,1592,Early Morning,Storm,On Time
Vistara,Delhi,Bangalore,2248,Afternoon,Cloudy,On Time
Vistara,Pune,Hyderabad,560,Late Night,Storm,Delayed
Air India,Bangalore,Chennai,349,Night,Storm,On Time
IndiGo,Kolkata,Chennai,1396,Evening,Storm,Delayed
Akasa Air,Ahmedabad,Pune,684,Evening,Rain,Delayed
Air India,Chennai,Bangalore,358,Early Morning,Rain,On Time
IndiGo,Bangalore,Hyderabad,576,Night,Rain,On Time
IndiGo,Bangalore,Chennai,332,Morning,Fog,Delayed
Go First,Hyderabad,Ahmedabad,1217,Evening,Fog,Delayed
Vistara,Kolkata,Hyderabad,1482,Evening,Storm,Delayed
Go First,Bangalore,Mumbai,943,Afternoon,Rain,Delayed
IndiGo,Delhi,Ahmedabad,907,Afternoon,Clear,On Time
Air India,Delhi,Bangalore,2171,Night,Rain,Delayed
Akasa Air,Mumbai,Ahmedabad,501,Early Morning,Fog,On Time
Vistara,Bangalore,Ahmedabad,1457,Afternoon,Storm,On Time
IndiGo,Hyderabad,Delhi,1646,Early Morning,Storm,On Time
Akasa Air,Pune,Hyderabad,587,Morning,Clear,On Time
Vistara,Mumbai,Bangalore,946,Afternoon,Clear,Delayed
Air India,Kolkata,Hyderabad,1542,Morning,Rain,On Time
IndiGo,Kolkata,Mumbai,1582,Early Morning,Rain,On Time
Akasa Air,Kolkata,Chennai,1353,Early Morning,Cloudy,Delayed
Vistara,Ahmedabad,Chennai,2008,Late Night,Fog,Delayed
Vistara,Bangalore,Mumbai,1004,Evening,Clear,On Time
Go First,Delhi,Mumbai,1455,Early Morning,Rain,On Time
Air India,Pune,Ahmedabad,648,Afternoon,Storm,On Time
Vistara,Kolkata,Ahmedabad,1997,Afternoon,Rain,On Time
SpiceJet,Mumbai,Chennai,1353,Morning,Fog,On Time
Akasa Air,Kolkata,Delhi,1508,Late Night,Cloudy,On Time
IndiGo,Mumbai,Hyderabad,739,Morning,Cloudy,Delayed
Vistara,Chennai,Kolkata,1349,Evening,Storm,Delayed
Vistara,Hyderabad,Kolkata,1535,Evening,Cloudy,Delayed
Vistara,Hyderabad,Pune,583,Late Night,Cloudy,On Time
Air India,Ahmedabad,Pune,651,Night,Fog,Delayed
IndiGo,Hyderabad,Pune,532,Morning,Fog,Delayed
IndiGo,Hyderabad,Mumbai,689,Morning,Storm,On Time
IndiGo,Chennai,Hyderabad,611,Morning,Storm,On Time
Vistara,Mumbai,Ahmedabad,530,Afternoon,Storm,Delayed
IndiGo,Delhi,Hyderabad,1625,Early Morning,Cloudy,On Time
IndiGo,Pune,Bangalore,842,Late Night,Clear,Delayed
Go First,Hyderabad,Delhi,1525,Evening,Rain,Delayed
Go First,Ahmedabad,Kolkata,2041,Early Morning,Storm,Delayed
Akasa Air,Hyderabad,Kolkata,1467,Morning,Storm,On Time
Akasa Air,Mumbai,Ahmedabad,537,Early Morning,Cloudy,On Time
Air India,Mumbai,Hyderabad,694,Afternoon,Rain,On Time
Vistara,Delhi,Bangalore,2162,Afternoon,Fog,On Time
IndiGo,Bangalore,Delhi,2144,Early Morning,Fog,Delayed
Vistara,Chennai,Delhi,2244,Early Morning,Fog,On Time
Vistara,Mumbai,Pune,149,Late Night,Cloudy,Delayed
Akasa Air,Mumbai,Delhi,1365,Morning,Cloudy,On Time
Akasa Air,Hyderabad,Ahmedabad,1175,Morning,Clear,Delayed
Go First,Kolkata,Pune,1866,Early Morning,Rain,Delayed
SpiceJet,Bangalore,Kolkata,1886,Night,Clear,On Time
Go First,Pune,Ahmedabad,697,Night,Rain,Delayed
Vistara,Pune,Bangalore,817,Afternoon,Storm,On Time
Vistara,Bangalore,Delhi,2177,Night,Storm,On Time
IndiGo,Bangalore,Chennai,356,Night,Cloudy,On Time
Go First,Chennai,Kolkata,1376,Evening,Fog,Delayed
SpiceJet,Delhi,Bangalore,2180,Afternoon,Clear,On Time
Go First,Chennai,Delhi,2090,Afternoon,Cloudy,Delayed
Air India,Delhi,Ahmedabad,915,Evening,Fog,Delayed
Air India,Hyderabad,Ahmedabad,1182,Night,Clear,On Time
SpiceJet,Chennai,Bangalore,357,Night,Clear,On Time
IndiGo,Bangalore,Mumbai,1024,Early Morning,Cloudy,On Time
IndiGo,Chennai,Kolkata,1364,Night,Fog,Delayed
Air India,Chennai,Mumbai,1294,Afternoon,Storm,On Time
Akasa Air,Bangalore,Hyderabad,560,Morning,Clear,On Time
Vistara,Kolkata,Pune,1804,Morning,Rain,On Time
SpiceJet,Bangalore,Ahmedabad,1510,Late Night,Cloudy,Delayed
IndiGo,Bangalore,Hyderabad,552,Morning,Fog,On Time
Vistara,Delhi,Pune,1456,Morning,Rain,On Time
IndiGo,Chennai,Bangalore,351,Evening,Storm,On Time
IndiGo,Kolkata,Delhi,1502,Afternoon,Cloudy,Delayed
Akasa Air,Chennai,Pune,1246,Early Morning,Rain,Delayed
IndiGo,Ahmedabad,Chennai,2031,Morning,Storm,Delayed
SpiceJet,Mumbai,Ahmedabad,517,Morning,Storm,On Time
Air India,Ahmedabad,Kolkata,1987,Afternoon,Rain,Delayed
IndiGo,Bangalore,Chennai,340,Early Morning,Cloudy,On Time
Akasa Air,Chennai,Ahmedabad,1961,Late Night,Rain,On Time
SpiceJet,Ahmedabad,Pune,634,Night,Clear,On Time
SpiceJet,Bangalore,Chennai,336,Late Night,Clear,Delayed
Vistara,Hyderabad,Bangalore,564,Night,Fog,On Time
Akasa Air,Ahmedabad,Bangalore,1537,Evening,Clear,Delayed
SpiceJet,Kolkata,Pune,1893,Evening,Storm,Delayed
Akasa Air,Hyderabad,Ahmedabad,1212,Late Night,Fog,Delayed
Vistara,Ahmedabad,Mumbai,534,Early Morning,Rain,On Time
SpiceJet,Hyderabad,Kolkata,1451,Late Night,Clear,On Time
Air India,Hyderabad,Pune,532,Late Night,Cloudy,On Time
IndiGo,Bangalore,Ahmedabad,1462,Afternoon,Storm,On Time
Vistara,Ahmedabad,Chennai,2007,Night,Storm,Delayed
Vistara,Delhi,Chennai,2112,Afternoon,Cloudy,On Time
SpiceJet,Bangalore,Mumbai,945,Early Morning,Rain,On Time
Go First,Ahmedabad,Hyderabad,1281,Evening,Storm,Delayed
IndiGo,Pune,Delhi,1481,Afternoon,Storm,Delayed
Vistara,Ahmedabad,Hyderabad,1237,Afternoon,Clear,On Time
Vistara,Ahmedabad,Bangalore,1476,Evening,Fog,On Time
SpiceJet,Ahmedabad,Hyderabad,1208,Evening,Storm,Delayed
Air India,Ahmedabad,Kolkata,1958,Early Morning,Fog,Delayed
IndiGo,Chennai,Ahmedabad,1890,Night,Storm,On Time
Vistara,Kolkata,Chennai,1319,Afternoon,Clear,Delayed
SpiceJet,Pune,Delhi,1486,Evening,Cloudy,On Time
IndiGo,Hyderabad,Mumbai,717,Late Night,Rain,Delayed
Vistara,Mumbai,Bangalore,987,Early Morning,Storm,On Time
IndiGo,Kolkata,Pune,1951,Night,Clear,Delayed
SpiceJet,Pune,Delhi,1490,Afternoon,Clear,On Time
Akasa Air,Bangalore,Pune,800,Early Morning,Storm,On Time
Air India,Hyderabad,Chennai,607,Afternoon,Rain,Delayed
Air India,Mumbai,Ahmedabad,522,Afternoon,Fog,On Time
Akasa Air,Kolkata,Chennai,1387,Afternoon,Clear,On Time
Air India,Mumbai,Hyderabad,742,Evening,Clear,Delayed
SpiceJet,Chennai,Kolkata,1423,Late Night,Clear,On Time
Akasa Air,Mumbai,Delhi,1471,Late Night,Fog,Delayed
Go First,Mumbai,Ahmedabad,521,Late Night,Cloudy,On Time
IndiGo,Hyderabad,Kolkata,1423,Late Night,Clear,Delayed
Go First,Kolkata,Pune,1952,Morning,Cloudy,On Time
Go First,Bangalore,Chennai,335,Night,Clear,Delayed
SpiceJet,Delhi,Chennai,2248,Night,Fog,On Time
Air India,Chennai,Kolkata,1330,Late Night,Cloudy,Delayed
Go First,Chennai,Kolkata,1343,Late Night,Cloudy,On Time
Vistara,Kolkata,Mumbai,1653,Afternoon,Clear,Delayed
Go First,Bangalore,Ahmedabad,1515,Early Morning,Fog,Delayed
SpiceJet,Pune,Delhi,1475,Night,Cloudy,On Time
Vistara,Pune,Bangalore,857,Afternoon,Fog,Delayed
IndiGo,Bangalore,Delhi,2163,Evening,Rain,Delayed
SpiceJet,Mumbai,Ahmedabad,497,Night,Fog,On Time
IndiGo,Pune,Chennai,1154,Morning,Rain,On Time
Vistara,Delhi,Chennai,2118,Night,Storm,Delayed
IndiGo,Pune,Delhi,1510,Afternoon,Rain,Delayed
Go First,Kolkata,Mumbai,1597,Morning,Clear,Delayed
Vistara,Mumbai,Chennai,1290,Evening,Rain,On Time
SpiceJet,Mumbai,Hyderabad,679,Morning,Rain,Delayed
Vistara,Chennai,Ahmedabad,1915,Late Night,Cloudy,On Time
Go First,Kolkata,Delhi,1511,Late Night,Rain,On Time
IndiGo,Mumbai,Bangalore,995,Early Morning,Clear,On Time
Vistara,Chennai,Hyderabad,631,Afternoon,Clear,On Time
Air India,Pune,Ahmedabad,688,Afternoon,Cloudy,On Time
Akasa Air,Hyderabad,Ahmedabad,1195,Early Morning,Cloudy,On Time
Vistara,Chennai,Mumbai,1348,Morning,Clear,Delayed
Vistara,Chennai,Hyderabad,623,Night,Cloudy,On Time
Vistara,Chennai,Bangalore,336,Morning,Fog,Delayed
Akasa Air,Mumbai,Ahmedabad,501,Evening,Fog,On Time
Akasa Air,Pune,Chennai,1152,Afternoon,Clear,Delayed
IndiGo,Mumbai,Delhi,1388,Early Morning,Cloudy,On Time
SpiceJet,Bangalore,Pune,872,Early Morning,Fog,On Time
Go First,Kolkata,Pune,1784,Evening,Fog,Delayed
Akasa Air,Ahmedabad,Delhi,917,Late Night,Clear,On Time
Air India,Delhi,Mumbai,1416,Evening,Fog,Delayed
Vistara,Ahmedabad,Delhi,967,Morning,Clear,On Time
IndiGo,Bangalore,Mumbai,996,Afternoon,Clear,On Time
Vistara,Ahmedabad,Bangalore,1449,Afternoon,Rain,On Time
Go First,Pune,Chennai,1238,Morning,Storm,Delayed
SpiceJet,Kolkata,Mumbai,1633,Afternoon,Rain,Delayed
IndiGo,Chennai,Hyderabad,633,Night,Clear,On Time
Go First,Delhi,Kolkata,1462,Morning,Storm,Delayed
Akasa Air,Hyderabad,Bangalore,564,Night,Rain,Delayed
Vistara,Pune,Kolkata,1808,Morning,Rain,On Time
Air India,Bangalore,Delhi,2179,Early Morning,Clear,Delayed
Akasa Air,Ahmedabad,Bangalore,1478,Evening,Cloudy,On Time
Go First,Ahmedabad,Chennai,1972,Night,Storm,Delayed
IndiGo,Mumbai,Ahmedabad,524,Afternoon,Fog,On Time
IndiGo,Kolkata,Mumbai,1685,Early Morning,Cloudy,On Time
Vistara,Bangalore,Mumbai,999,Late Night,Clear,On Time
IndiGo,Hyderabad,Bangalore,573,Evening,Cloudy,Delayed
Akasa Air,Mumbai,Kolkata,1718,Early Morning,Storm,Delayed
Vistara,Pune,Kolkata,1792,Night,Rain,Delayed
Go First,Delhi,Chennai,2111,Night,Cloudy,Delayed
IndiGo,Delhi,Kolkata,1455,Morning,Clear,On Time
IndiGo,Ahmedabad,Mumbai,522,Afternoon,Cloudy,Delayed
Vistara,Hyderabad,Pune,569,Evening,Rain,On Time
Go First,Ahmedabad,Hyderabad,1283,Evening,Fog,Delayed
Go First,Bangalore,Hyderabad,589,Night,Fog,On Time
Akasa Air,Ahmedabad,Mumbai,513,Night,Fog,On Time
Vistara,Delhi,Ahmedabad,891,Early Morning,Rain,Delayed
Akasa Air,Delhi,Kolkata,1603,Late Night,Fog,On Time
Go First,Pune,Ahmedabad,643,Morning,Clear,On Time
Akasa Air,Chennai,Kolkata,1368,Early Morning,Storm,Delayed
SpiceJet,Mumbai,Delhi,1396,Late Night,Cloudy,On Time
IndiGo,Hyderabad,Mumbai,708,Late Night,Storm,Delayed
Air India,Chennai,Hyderabad,656,Morning,Rain,Delayed
Vistara,Pune,Chennai,1137,Night,Clear,Delayed
Vistara,Chennai,Bangalore,340,Afternoon,Clear,On Time
Vistara,Pune,Kolkata,1885,Late Night,Clear,On Time
Vistara,Chennai,Mumbai,1377,Afternoon,Fog,On Time
Air India,Ahmedabad,Chennai,1986,Morning,Rain,Delayed
Go First,Hyderabad,Chennai,628,Late Night,Fog,On Time
SpiceJet,Kolkata,Mumbai,1638,Late Night,Fog,Delayed
Akasa Air,Hyderabad,Pune,568,Late Night,Clear,Delayed
SpiceJet,Chennai,Hyderabad,660,Night,Rain,Delayed
SpiceJet,Ahmedabad,Mumbai,546,Early Morning,Cloudy,On Time
Go First,Hyderabad,Kolkata,1420,Afternoon,Rain,On Time
Vistara,Mumbai,Pune,151,Early Morning,Cloudy,On Time
IndiGo,Chennai,Delhi,2073,Evening,Clear,On Time
Akasa Air,Hyderabad,Pune,567,Evening,Cloudy,On Time
IndiGo,Hyderabad,Mumbai,677,Afternoon,Storm,On Time
IndiGo,Delhi,Chennai,2113,Evening,Storm,On Time
Vistara,Delhi,Bangalore,2052,Afternoon,Cloudy,On Time
SpiceJet,Hyderabad,Ahmedabad,1260,Early Morning,Storm,On Time
Vistara,Kolkata,Pune,1953,Early Morning,Cloudy,On Time
Vistara,Kolkata,Chennai,1312,Early Morning,Clear,On Time
Go First,Bangalore,Ahmedabad,1551,Night,Cloudy,On Time
Akasa Air,Kolkata,Pune,1927,Evening,Fog,On Time
Air India,Bangalore,Hyderabad,599,Late Night,Clear,Delayed
Go First,Kolkata,Chennai,1433,Early Morning,Rain,Delayed
IndiGo,Ahmedabad,Chennai,2011,Early Morning,Storm,On Time
Air India,Delhi,Chennai,2121,Late Night,Rain,Delayed
Air India,Bangalore,Ahmedabad,1421,Night,Fog,Delayed
Vistara,Chennai,Delhi,2160,Evening,Storm,Delayed
IndiGo,Bangalore,Ahmedabad,1483,Night,Clear,Delayed
Vistara,Mumbai,Ahmedabad,512,Night,Cloudy,Delayed
Go First,Kolkata,Mumbai,1715,Evening,Fog,On Time
IndiGo,Ahmedabad,Mumbai,533,Evening,Cloudy,On Time
Akasa Air,Ahmedabad,Mumbai,548,Morning,Cloudy,On Time
SpiceJet,Delhi,Chennai,2246,Night,Clear,On Time
Go First,Pune,Delhi,1454,Early Morning,Clear,On Time
Akasa Air,Hyderabad,Bangalore,551,Early Morning,Fog,Delayed
IndiGo,Delhi,Chennai,2124,Late Night,Storm,Delayed
Vistara,Bangalore,Chennai,359,Evening,Fog,On Time
SpiceJet,Hyderabad,Ahmedabad,1270,Late Night,Rain,Delayed
SpiceJet,Kolkata,Hyderabad,1552,Afternoon,Fog,Delayed
Vistara,Pune,Hyderabad,579,Early Morning,Rain,Delayed
Air India,Pune,Mumbai,142,Afternoon,Storm,Delayed
Vistara,Kolkata,Ahmedabad,1919,Night,Cloudy,On Time
Go First,Pune,Hyderabad,560,Late Night,Fog,Delayed
IndiGo,Mumbai,Ahmedabad,548,Afternoon,Rain,On Time
Air India,Chennai,Hyderabad,599,Late Night,Storm,Delayed
Akasa Air,Chennai,Hyderabad,636,Night,Rain,On Time
Akasa Air,Ahmedabad,Kolkata,1996,Morning,Cloudy,Delayed
SpiceJet,Ahmedabad,Bangalore,1427,Early Morning,Clear,On Time
Akasa Air,Mumbai,Ahmedabad,530,Late Night,Storm,Delayed
IndiGo,Chennai,Delhi,2151,Evening,Fog,On Time
Vistara,Bangalore,Hyderabad,600,Night,Cloudy,On Time
SpiceJet,Ahmedabad,Mumbai,532,Afternoon,Storm,On Time
Go First,Pune,Hyderabad,532,Morning,Fog,Delayed
SpiceJet,Mumbai,Pune,150,Evening,Cloudy,Delayed
Air India,Kolkata,Mumbai,1724,Late Night,Cloudy,On Time
Akasa Air,Hyderabad,Kolkata,1485,Early Morning,Rain,On Time
Akasa Air,Mumbai,Kolkata,1619,Afternoon,Rain,Delayed
Air India,Delhi,Ahmedabad,905,Morning,Cloudy,On Time
Akasa Air,Mumbai,Bangalore,991,Morning,Clear,On Time
IndiGo,Hyderabad,Mumbai,703,Evening,Cloudy,Delayed
IndiGo,Ahmedabad,Mumbai,510,Evening,Cloudy,On Time
IndiGo,Kolkata,Chennai,1432,Afternoon,Rain,On Time
Vistara,Ahmedabad,Hyderabad,1192,Night,Storm,On Time
Vistara,Mumbai,Chennai,1274,Early Morning,Fog,On Time
